Date,Open,High,Low,Close,Adj Close,Volume
1976-12-06,2.958333,3.031250,2.916667,2.979167,0.759410,2314800
1976-12-13,2.979167,3.000000,2.916667,2.937500,0.748790,2895600
1976-12-20,2.937500,2.947917,2.635417,2.864583,0.730202,3661200
1976-12-27,2.864583,2.937500,2.822917,2.875000,0.732858,2311200
1977-01-03,2.875000,3.000000,2.854167,2.875000,0.732858,3205200
1977-01-10,2.875000,2.885417,2.791667,2.833333,0.722237,2152800
1977-01-17,2.833333,2.854167,2.635417,2.718750,0.693029,3150000
1977-01-24,2.718750,2.729167,2.656250,2.666667,0.679752,3244800
1977-01-31,2.666667,2.729167,2.604167,2.708333,0.690374,3452400
1977-02-07,2.708333,2.760417,2.666667,2.687500,0.685063,2756400
1977-02-14,2.687500,2.854167,2.687500,2.822917,0.719581,3400800
1977-02-21,2.854167,2.916667,2.781250,2.802083,0.719851,1840800
1977-02-28,2.802083,2.885417,2.791667,2.875000,0.738583,2589600
1977-03-07,2.875000,2.885417,2.822917,2.854167,0.733231,2600400
1977-03-14,2.854167,2.989583,2.833333,2.916667,0.749287,2497200
1977-03-21,2.916667,2.958333,2.718750,2.770833,0.711823,2428800
1977-03-28,2.770833,2.854167,2.770833,2.822917,0.725202,1426800
1977-04-04,2.822917,2.822917,2.770833,2.791667,0.717175,1172400
1977-04-11,2.791667,2.947917,2.781250,2.875000,0.738583,1909200
1977-04-18,2.875000,2.916667,2.770833,2.781250,0.714498,1804800
1977-04-25,2.770833,2.770833,2.666667,2.739583,0.703794,2456400
1977-05-02,2.739583,2.864583,2.708333,2.791667,0.717175,1579200
1977-05-09,2.791667,2.854167,2.750000,2.822917,0.725202,1222800
1977-05-16,2.822917,2.854167,2.770833,2.791667,0.717175,1539600
1977-05-23,2.791667,2.822917,2.666667,2.666667,0.690154,2239200
1977-05-30,2.666667,2.822917,2.656250,2.822917,0.730593,1308000
1977-06-06,2.822917,2.916667,2.750000,2.885417,0.746769,1604400
1977-06-13,2.885417,2.947917,2.854167,2.906250,0.752160,2385600
1977-06-20,2.906250,2.916667,2.854167,2.916667,0.754857,1988400
1977-06-27,2.916667,2.916667,2.833333,2.885417,0.746769,807600
